creneau_id,id_session,dateExam,h_debut,h_fin,type_ex,semestre,enseignant,cod_salle
257,1,16/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,62,A408
258,1,16/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,72,A131
259,1,16/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,72,A124
260,1,16/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,76,B203
261,1,16/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,84,A405
262,1,16/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,84,A406
263,1,16/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,84,A407
264,1,16/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,84,A408
265,1,16/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,87,B302
266,1,16/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,87,B303
267,1,16/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,87,B401
268,1,16/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,101,A206
269,1,16/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,101,A207
270,1,16/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,188,A405
271,1,16/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,188,A406
272,1,16/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,188,A407
273,1,16/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,188,A408
274,1,16/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,216,A102
275,1,16/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,216,A124
276,1,16/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,216,A131
277,1,16/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,216,A209
278,1,16/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,219,A208
279,1,16/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,219,A209
280,1,16/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,236,A102
281,1,17/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,0,B302
282,1,17/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,0,B303
283,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,11,B401
284,1,19/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,26,A102
285,1,19/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,26,A124
286,1,19/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,26,A131
287,1,19/05/2025,30/12/1999 10:30:00,30/12/1999 12:00:00,E,SEMESTRE 2,26,A209
288,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,51,B302
289,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,51,B303
290,1,19/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,56,B401
291,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,60,A131
292,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,60,A124
293,1,19/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,76,A131
294,1,19/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,76,A124
295,1,19/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,76,A102
296,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,84,A405
297,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,84,A406
298,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,84,A407
299,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,84,A408
300,1,19/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,87,B302
301,1,19/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,87,B303
302,1,19/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,97,A102
303,1,19/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,97,A124
304,1,19/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,97,A131
305,1,19/05/2025,30/12/1999 08:30:00,30/12/1999 10:00:00,E,SEMESTRE 2,97,A209
306,1,19/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,236,A102
307,1,20/05/2025,30/12/1999 14:30:00,30/12/1999 16:00:00,E,SEMESTRE 2,27,B401
308,1,20/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,35,B401
309,1,20/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,67,A102
310,1,20/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,89,A131
311,1,20/05/2025,30/12/1999 12:30:00,30/12/1999 14:00:00,E,SEMESTRE 2,89,A124
